,Viscosity,T,CaO,Al2O3,SiO2,result_0,result_1,result_2,result_3,result_4,result_5,result_6,result_7,result_8,result_9,result_10,result_11,result_12,result_13,result_14,result_15,result_16,result_17,result_18,result_19,result_20,result_21,result_22,result_23,result_24,result_25,result_26,result_27,result_28,result_29,result_30,result_31,result_32,result_33,result_34,result_35
0,7.6,1816,0.45,0.15,0.4,20.94007177938592,20.909822926330733,20.286964764836263,20.36377527412301,20.413222129071745,20.414178696158814,20.38764758758088,20.054460603841513,20.065322078118676,19.72877594089279,19.572175547631193,19.71607385136659,19.698154161004652,19.6458863089759,19.675659514186457,19.677612818677098,19.710096513434085,19.712049817924722,19.628468409187256,19.634899524961373,19.63597972871597,19.637447929199624,19.600351819074294,19.618328677965636,19.555563478878703,19.572071662839257,19.57184074783213,19.555860320877063,19.565096806345498,19.572048355112077,19.565201847268884,19.567155151759522,19.558055051576787,19.558059623587337,19.56026183441678,19.56223335134194
1,7.0,1816,0.45,0.1,0.45,20.94007177938592,20.909822926330733,20.286964764836263,20.36377527412301,20.413222129071745,20.414178696158814,20.38764758758088,20.104460603841513,20.115322078118673,19.72877594089279,19.572175547631193,19.71607385136659,19.698154161004652,19.665976541983728,19.675659514186457,19.677612818677098,19.710096513434085,19.712049817924722,19.63875099998131,19.646324715714247,19.647595332247818,19.648867501644048,19.61862486867726,19.629598892760416,19.564471522031365,19.58182247236525,19.581580389928614,19.56007085398905,19.570848968377547,19.581643729862677,19.57446418081764,19.57641748530828,19.568300107246166,19.568303188125697,19.570643145027848,19.57367993809635
2,24.5,1816,0.35,0.1,0.55,20.94007177938592,21.00982292633073,20.9218853997569,20.981063318826408,21.846143757759688,21.849997724851765,21.920569216268824,22.032762604010543,22.035167988467293,22.79911967318859,22.932245832096825,22.79136826390418,22.802743818454132,22.788544851172816,22.72947446128111,22.730221381162504,22.677233956832442,22.677980876713832,22.69767882817091,22.692414922111794,22.69221537537311,22.677962374274195,22.67867138875421,22.644538837632552,22.53149730293681,22.563131000778117,22.56271498723681,22.527581608213595,22.548238236526327,22.567388806217096,22.55481077531329,22.55555769519468,22.54791250163249,22.54792143934098,22.554174852348943,22.564398159940044
3,23.8,1816,0.35,0.15,0.5,20.94007177938592,21.00982292633073,20.9218853997569,20.981063318826408,21.846143757759688,21.849997724851765,21.920569216268824,21.982762604010546,21.985167988467296,22.79911967318859,22.932245832096825,22.79136826390418,22.802743818454132,22.812413933309223,22.72947446128111,22.730221381162504,22.677233956832442,22.677980876713832,22.706321485021803,22.702426271511193,22.70227677175548,22.690609857757256,22.696170955079403,22.658798123044186,22.54890229234937,22.57994530390573,22.579537379583137,22.553493165139123,22.571229023246254,22.583763269114353,22.571423353452047,22.57217027333344,22.560321613867586,22.560340771723993,22.567313579286793,22.5750466154889
4,12.7,1816,0.4,0.2,0.4,20.94007177938592,20.959822926330734,20.56474254261404,20.632674998161825,20.98862138107075,20.99337952587007,21.013046839579886,20.948645493817743,20.966221254761884,21.170588217949575,21.088992391328873,21.085775536661917,21.09016799280694,21.08838858375669,21.091061144889995,21.092329261394887,21.131235716625046,21.132503833129935,21.113103391575343,21.146224648502077,21.148789240849677,21.144863991771732,21.133975805166145,21.120283268268324,20.99062376757002,21.03156259360546,21.031014615389388,20.999199841372494,21.01948903408238,21.027243404763716,21.01071498258223,21.01198309908712,20.992048544598028,20.99206074316707,20.99814781549281,21.003358291965206
5,13.0,1816,0.4,0.15,0.45,20.94007177938592,20.959822926330734,20.56474254261404,20.632674998161825,20.98862138107075,20.99337952587007,21.013046839579886,20.998645493817744,21.01622125476188,21.170588217949575,21.088992391328873,21.085775536661917,21.09016799280694,21.08907253653164,21.091061144889995,21.092329261394887,21.131235716625046,21.132503833129935,21.171840568443113,21.20440301557545,21.206933185352568,21.20299070268624,21.18542239641672,21.17832930930766,21.04865873913142,21.08963129380733,21.08908350787046,21.04526654271111,21.068620879568318,21.085413788345026,21.06887937770044,21.07014749420533,21.052268806498393,21.052287205826232,21.05967319556244,21.067037773017358
6,11.8,1816,0.4,0.1,0.5,20.94007177938592,20.959822926330734,20.56474254261404,20.632674998161825,20.98862138107075,20.99337952587007,21.013046839579886,21.048645493817745,21.06622125476188,21.170588217949575,21.088992391328873,21.085775536661917,21.09016799280694,21.089831164070898,21.091061144889995,21.092329261394887,21.131235716625046,21.132503833129935,21.22949715106572,21.261282904242883,21.263761300678432,21.259831997926966,21.236172559172225,21.23510721123117,21.105790579308277,21.146661438710066,21.146115645398627,21.091107333509186,21.117567292405198,21.142584660103804,21.126099014958143,21.127367131463036,21.11399044773948,21.113999927643636,21.12085084014409,21.130916660467783
7,9.5,1791,0.45,0.15,0.4,20.94007177938592,20.909822926330733,20.286964764836263,20.36377527412301,20.413222129071745,20.414178696158814,20.38764758758088,20.054460603841513,20.065322078118676,19.72877594089279,19.572175547631193,19.71607385136659,19.698154161004652,19.6458863089759,19.675659514186457,19.677612818677098,19.710096513434085,19.712049817924722,19.628468409187256,19.634899524961373,19.63597972871597,19.637447929199624,19.600351819074294,19.621390409398074,19.558652273757282,19.57397233872301,19.575223860622227,19.558615639297972,19.567253575363065,19.573109313656644,19.56474615527711,19.566699459767747,19.5578274372305,19.55782478913236,19.55805706236556,19.558904919115665
8,8.5,1791,0.45,0.1,0.45,20.94007177938592,20.909822926330733,20.286964764836263,20.36377527412301,20.413222129071745,20.414178696158814,20.38764758758088,20.104460603841513,20.115322078118673,19.72877594089279,19.572175547631193,19.71607385136659,19.698154161004652,19.665976541983728,19.675659514186457,19.677612818677098,19.710096513434085,19.712049817924722,19.63875099998131,19.646324715714247,19.647595332247818,19.648867501644048,19.61862486867726,19.632771531231317,19.56772537576863,19.583814462429658,19.58512553142633,19.562739871707677,19.572885551941702,19.58275501339474,19.573985789713475,19.575939094204113,19.566667308433342,19.566667985473345,19.567516450889777,19.569067492628903
9,30.5,1791,0.35,0.1,0.55,20.94007177938592,21.00982292633073,20.9218853997569,20.981063318826408,21.846143757759688,21.849997724851765,21.920569216268824,22.032762604010543,22.035167988467293,22.79911967318859,22.932245832096825,22.79136826390418,22.802743818454132,22.788544851172816,22.72947446128111,22.730221381162504,22.677233956832442,22.677980876713832,22.69767882817091,22.692414922111794,22.69221537537311,22.677962374274195,22.67867138875421,22.64859576096299,22.53773040546014,22.566529418360943,22.568742431724555,22.53285463799681,22.55196133919285,22.569282429005508,22.553950586903753,22.554697506785146,22.542052385573477,22.542056547965206,22.545383891631197,22.551788942336042
10,30.0,1791,0.35,0.15,0.5,20.94007177938592,21.00982292633073,20.9218853997569,20.981063318826408,21.846143757759688,21.849997724851765,21.920569216268824,21.982762604010546,21.985167988467296,22.79911967318859,22.932245832096825,22.79136826390418,22.802743818454132,22.812413933309223,22.72947446128111,22.730221381162504,22.677233956832442,22.677980876713832,22.706321485021803,22.702426271511193,22.70227677175548,22.690609857757256,22.696170955079403,22.662760991843545,22.55502281725684,22.583277307553185,22.585446751615475,22.558923239251058,22.57518800443198,22.585620355347505,22.570579163930404,22.571326083811798,22.557296228380867,22.55730050413962,22.560228330657132,22.564734132277557
11,16.0,1791,0.4,0.2,0.4,20.94007177938592,20.959822926330734,20.56474254261404,20.632674998161825,20.98862138107075,20.99337952587007,21.013046839579886,20.948645493817743,20.966221254761884,21.170588217949575,21.088992391328873,21.085775536661917,21.09016799280694,21.08838858375669,21.091061144889995,21.092329261394887,21.131235716625046,21.132503833129935,21.113103391575343,21.146224648502077,21.148789240849677,21.144863991771732,21.133975805166145,21.126249832265728,20.998576497171076,21.036048981063388,21.038980065925248,21.00666441336664,21.025213226203398,21.02975300496707,21.009593442926572,21.01086155943146,20.99309314205312,20.993062443775717,20.99270663493283,20.994962308943528
12,16.2,1791,0.4,0.15,0.45,20.94007177938592,20.959822926330734,20.56474254261404,20.632674998161825,20.98862138107075,20.99337952587007,21.013046839579886,20.998645493817744,21.01622125476188,21.170588217949575,21.088992391328873,21.085775536661917,21.09016799280694,21.08907253653164,21.091061144889995,21.092329261394887,21.131235716625046,21.132503833129935,21.171840568443113,21.20440301557545,21.206933185352568,21.20299070268624,21.18542239641672,21.18426168318496,21.05662566092971,21.094115451081976,21.097044447577012,21.052367504463017,21.073898549487534,21.087922906631377,21.067756854901745,21.069024971406634,21.05001612629711,21.05001552689911,21.052227933706664,21.05605597979984
13,14.9,1791,0.4,0.1,0.5,20.94007177938592,20.959822926330734,20.56474254261404,20.632674998161825,20.98862138107075,20.99337952587007,21.013046839579886,21.048645493817745,21.06622125476188,21.170588217949575,21.088992391328873,21.085775536661917,21.09016799280694,21.089831164070898,21.091061144889995,21.092329261394887,21.131235716625046,21.132503833129935,21.22949715106572,21.261282904242883,21.263761300678432,21.259831997926966,21.236172559172225,21.240986172566515,21.113745239523812,21.15112863864864,21.15404593721244,21.09781186889483,21.12239334794521,21.145085008923274,21.124979235155518,21.126247351660407,21.108261842896166,21.10826533603829,21.11143255504783,21.11725362675207
14,11.9,1765,0.45,0.15,0.4,20.94007177938592,20.909822926330733,20.286964764836263,20.36377527412301,20.413222129071745,20.414178696158814,20.38764758758088,20.054460603841513,20.065322078118676,19.72877594089279,19.572175547631193,19.71607385136659,19.698154161004652,19.6458863089759,19.675659514186457,19.677612818677098,19.710096513434085,19.712049817924722,19.628468409187256,19.634899524961373,19.63597972871597,19.637447929199624,19.600351819074294,19.62465579735025,19.571551792409938,19.58256806879702,19.589286686137516,19.570970855931808,19.577255256240413,19.6068733133163,19.616106580617256,19.618059885107897,19.591838384016885,19.591885188854075,19.60545744550387,19.613623284956756
15,10.5,1765,0.45,0.1,0.45,20.94007177938592,20.909822926330733,20.286964764836263,20.36377527412301,20.413222129071745,20.414178696158814,20.38764758758088,20.104460603841513,20.115322078118673,19.72877594089279,19.572175547631193,19.71607385136659,19.698154161004652,19.665976541983728,19.675659514186457,19.677612818677098,19.710096513434085,19.712049817924722,19.63875099998131,19.646324715714247,19.647595332247818,19.648867501644048,19.61862486867726,19.63615355614675,19.581277437413878,19.592810358889764,19.59982829217439,19.574762832249018,19.582379921148746,19.617972053250405,19.627560942729733,19.62951424722037,19.61167201549597,19.61168872668384,19.622289645003075,19.633055835435645
16,38.7,1765,0.35,0.1,0.55,20.94007177938592,21.00982292633073,20.9218853997569,20.981063318826408,21.846143757759688,21.849997724851765,21.920569216268824,22.032762604010543,22.035167988467293,22.79911967318859,22.932245832096825,22.79136826390418,22.802743818454132,22.788544851172816,22.72947446128111,22.730221381162504,22.677233956832442,22.677980876713832,22.69767882817091,22.692414922111794,22.69221537537311,22.677962374274195,22.67867138875421,22.65284984408169,22.56219343978876,22.58135307753362,22.592365697627283,22.555346330182637,22.568644811214263,22.623125875298463,22.63604619447687,22.636793114358262,22.62917776356344,22.6292034892464,22.64492680715942,22.665076705316217
17,38.4,1765,0.35,0.15,0.5,20.94007177938592,21.00982292633073,20.9218853997569,20.981063318826408,21.846143757759688,21.849997724851765,21.920569216268824,21.982762604010546,21.985167988467296,22.79911967318859,22.932245832096825,22.79136826390418,22.802743818454132,22.812413933309223,22.72947446128111,22.730221381162504,22.677233956832442,22.677980876713832,22.706321485021803,22.702426271511193,22.70227677175548,22.690609857757256,22.696170955079403,22.666915236811434,22.579025960917413,22.597804182251576,22.608588584198035,22.58186253694715,22.59274396097082,22.63834299124009,22.650968591685253,22.651715511566646,22.62968607362711,22.62976488696917,22.651396385397277,22.668546064901147
18,20.6,1765,0.4,0.2,0.4,20.94007177938592,20.959822926330734,20.56474254261404,20.632674998161825,20.98862138107075,20.99337952587007,21.013046839579886,20.948645493817743,20.966221254761884,21.170588217949575,21.088992391328873,21.085775536661917,21.09016799280694,21.08838858375669,21.091061144889995,21.092329261394887,21.131235716625046,21.132503833129935,21.113103391575343,21.146224648502077,21.148789240849677,21.144863991771732,21.133975805166145,21.132545624395725,21.030328000064504,21.05583014070855,21.070756788548042,21.038511668500917,21.050723546226457,21.10364005529327,21.12216544447644,21.12343356098133,21.06329846829833,21.06352439786395,21.09977062033448,21.117243475941518
19,20.9,1765,0.4,0.15,0.45,20.94007177938592,20.959822926330734,20.56474254261404,20.632674998161825,20.98862138107075,20.99337952587007,21.013046839579886,20.998645493817744,21.01622125476188,21.170588217949575,21.088992391328873,21.085775536661917,21.09016799280694,21.08907253653164,21.091061144889995,21.092329261394887,21.131235716625046,21.132503833129935,21.171840568443113,21.20440301557545,21.206933185352568,21.20299070268624,21.18542239641672,21.190519131105958,21.08839710884858,21.113872841265795,21.128766515969378,21.08285140190492,21.09759941011898,21.161631582244734,21.18006237475965,21.18133049126454,21.13940829689482,21.139515242416252,21.169483748485874,21.19035923757929
20,18.9,1765,0.4,0.1,0.5,20.94007177938592,20.959822926330734,20.56474254261404,20.632674998161825,20.98862138107075,20.99337952587007,21.013046839579886,21.048645493817745,21.06622125476188,21.170588217949575,21.088992391328873,21.085775536661917,21.09016799280694,21.089831164070898,21.091061144889995,21.092329261394887,21.131235716625046,21.132503833129935,21.22949715106572,21.261282904242883,21.263761300678432,21.259831997926966,21.236172559172225,21.2471850341513,21.14543171898114,21.170797592332722,21.1856097851627,21.12679667956933,21.144242548001422,21.21837438320741,21.236651106134488,21.237919222639377,21.21621687552687,21.21625167722191,21.237814735408428,21.26262555914078
21,15.1,1740,0.45,0.15,0.4,20.94007177938592,20.909822926330733,20.286964764836263,20.36377527412301,20.413222129071745,20.414178696158814,20.38764758758088,20.054460603841513,20.065322078118676,19.72877594089279,19.572175547631193,19.71607385136659,19.698154161004652,19.6458863089759,19.675659514186457,19.677612818677098,19.710096513434085,19.712049817924722,19.628468409187256,19.634899524961373,19.63597972871597,19.637447929199624,19.600351819074294,19.62787623253056,19.564402641978536,19.577678240094887,19.581505275142213,19.563959344600978,19.57151503735689,19.59457273050227,19.600341157002656,19.602294461493294,19.581459696051493,19.58149991445042,19.59344139164589,19.600854554847906
22,13.1,1740,0.45,0.1,0.45,20.94007177938592,20.909822926330733,20.286964764836263,20.36377527412301,20.413222129071745,20.414178696158814,20.38764758758088,20.104460603841513,20.115322078118673,19.72877594089279,19.572175547631193,19.71607385136659,19.698154161004652,19.665976541983728,19.675659514186457,19.677612818677098,19.710096513434085,19.712049817924722,19.63875099998131,19.646324715714247,19.647595332247818,19.648867501644048,19.61862486867726,19.639487407381,19.573773600161825,19.587695389526406,19.59169917293986,19.56793002157133,19.5769216402897,19.60517226469211,19.61117863168314,19.613131936173776,19.599674554089273,19.59968940106209,19.609244503726025,19.619197011249412
23,50.3,1740,0.35,0.1,0.55,20.94007177938592,21.00982292633073,20.9218853997569,20.981063318826408,21.846143757759688,21.849997724851765,21.920569216268824,22.032762604010543,22.035167988467293,22.79911967318859,22.932245832096825,22.79136826390418,22.802743818454132,22.788544851172816,22.72947446128111,22.730221381162504,22.677233956832442,22.677980876713832,22.69767882817091,22.692414922111794,22.69221537537311,22.677962374274195,22.67867138875421,22.656974083015342,22.548932448789156,22.573026987341706,22.57956650381143,22.542806468560187,22.55918501485428,22.604813503068453,22.613566972330176,22.614313892211566,22.610931410501983,22.610956623593324,22.62657968201038,22.647161247712003
24,49.5,1740,0.35,0.15,0.5,20.94007177938592,21.00982292633073,20.9218853997569,20.981063318826408,21.846143757759688,21.849997724851765,21.920569216268824,21.982762604010546,21.985167988467296,22.79911967318859,22.932245832096825,22.79136826390418,22.802743818454132,22.812413933309223,22.72947446128111,22.730221381162504,22.677233956832442,22.677980876713832,22.706321485021803,22.702426271511193,22.70227677175548,22.690609857757256,22.696170955079403,22.670941475408682,22.56601790715278,22.589646225433224,22.596054000900146,22.569114544484368,22.58282435072197,22.620430428542104,22.628995322028928,22.62974224191032,22.612327131390455,22.61240215402504,22.633467222592518,22.650756393370166
25,26.7,1740,0.4,0.2,0.4,20.94007177938592,20.959822926330734,20.56474254261404,20.632674998161825,20.98862138107075,20.99337952587007,21.013046839579886,20.948645493817743,20.966221254761884,21.170588217949575,21.088992391328873,21.085775536661917,21.09016799280694,21.08838858375669,21.091061144889995,21.092329261394887,21.131235716625046,21.132503833129935,21.113103391575343,21.146224648502077,21.148789240849677,21.144863991771732,21.133975805166145,21.138688412393563,21.013007362203656,21.044676622022497,21.05342745746159,21.020746205010056,21.03628115862084,21.07793610528152,21.090144514508406,21.0914126310133,21.041260271674407,21.041459822236316,21.074592368094134,21.0912175592018
26,27.4,1740,0.4,0.15,0.45,20.94007177938592,20.959822926330734,20.56474254261404,20.632674998161825,20.98862138107075,20.99337952587007,21.013046839579886,20.998645493817744,21.01622125476188,21.170588217949575,21.088992391328873,21.085775536661917,21.09016799280694,21.08907253653164,21.091061144889995,21.092329261394887,21.131235716625046,21.132503833129935,21.171840568443113,21.20440301557545,21.206933185352568,21.20299070268624,21.18542239641672,21.19662225942882,21.071072863312438,21.102735518086526,21.111474257073116,21.06581191676736,21.08414730934523,21.136025719054775,21.1481923404412,21.149460456946088,21.115618073399553,21.11571602934039,21.1438051436698,21.164020274233884
27,24.0,1740,0.4,0.1,0.5,20.94007177938592,20.959822926330734,20.56474254261404,20.632674998161825,20.98862138107075,20.99337952587007,21.013046839579886,21.048645493817745,21.06622125476188,21.170588217949575,21.088992391328873,21.085775536661917,21.09016799280694,21.089831164070898,21.091061144889995,21.092329261394887,21.131235716625046,21.132503833129935,21.22949715106572,21.261282904242883,21.263761300678432,21.259831997926966,21.236172559172225,21.253228793209367,21.12816095727876,21.15971287332708,21.168410938624017,21.11055809817806,21.13180833263275,21.192949746269328,21.20503500186669,21.20630311837158,21.19120947018466,21.1912423819001,21.211920056123002,21.2363413790279
28,19.5,1714,0.45,0.15,0.4,20.94007177938592,20.909822926330733,20.286964764836263,20.36377527412301,20.413222129071745,20.414178696158814,20.38764758758088,20.054460603841513,20.065322078118676,19.72877594089279,19.572175547631193,19.71607385136659,19.698154161004652,19.6458863089759,19.675659514186457,19.677612818677098,19.710096513434085,19.712049817924722,19.628468409187256,19.634899524961373,19.63597972871597,19.637447929199624,19.600351819074294,19.631312182070868,19.647794062608558,19.648221117609168,19.670952743369597,19.663851337123145,19.6638941063276,19.734574173914655,19.757187968661317,19.759141273151954,19.683708650580122,19.68373897320224,19.691717213202605,19.69591777852381
29,16.6,1714,0.45,0.1,0.45,20.94007177938592,20.909822926330733,20.286964764836263,20.36377527412301,20.413222129071745,20.414178696158814,20.38764758758088,20.104460603841513,20.115322078118673,19.72877594089279,19.572175547631193,19.71607385136659,19.698154161004652,19.665976541983728,19.675659514186457,19.677612818677098,19.710096513434085,19.712049817924722,19.63875099998131,19.646324715714247,19.647595332247818,19.648867501644048,19.61862486867726,19.64304264817904,19.660565360919886,19.661006707486596,19.684466518106852,19.666655094435995,19.666788656805117,19.749606739400495,19.77275691297634,19.77471021746698,19.702984902062962,19.702994299735117,19.708610502314325,19.71374561622609
30,66.6,1714,0.35,0.1,0.55,20.94007177938592,21.00982292633073,20.9218853997569,20.981063318826408,21.846143757759688,21.849997724851765,21.920569216268824,22.032762604010543,22.035167988467293,22.79911967318859,22.932245832096825,22.79136826390418,22.802743818454132,22.788544851172816,22.72947446128111,22.730221381162504,22.677233956832442,22.677980876713832,22.69767882817091,22.692414922111794,22.69221537537311,22.677962374274195,22.67867138875421,22.661298649638283,22.672203588373968,22.672701796080013,22.697833810994975,22.682845068838613,22.68299082631029,22.759259458395878,22.77644001704412,22.777186936925514,22.724787578924065,22.724796283067178,22.729934275402588,22.736109919319485
31,64.9,1714,0.35,0.15,0.5,20.94007177938592,21.00982292633073,20.9218853997569,20.981063318826408,21.846143757759688,21.849997724851765,21.920569216268824,21.982762604010546,21.985167988467296,22.79911967318859,22.932245832096825,22.79136826390418,22.802743818454132,22.812413933309223,22.72947446128111,22.730221381162504,22.677233956832442,22.677980876713832,22.706321485021803,22.702426271511193,22.70227677175548,22.690609857757256,22.696170955079403,22.67516197536048,22.68654420388017,22.68702922579385,22.711468452726788,22.707273601813696,22.707318328845243,22.770678470637048,22.787231689500544,22.787978609381934,22.73225151681531,22.732280242130994,22.73969591342336,22.745081135879566
32,34.8,1714,0.4,0.2,0.4,20.94007177938592,20.959822926330734,20.56474254261404,20.632674998161825,20.98862138107075,20.99337952587007,21.013046839579886,20.948645493817743,20.966221254761884,21.170588217949575,21.088992391328873,21.085775536661917,21.09016799280694,21.08838858375669,21.091061144889995,21.092329261394887,21.131235716625046,21.132503833129935,21.113103391575343,21.146224648502077,21.148789240849677,21.144863991771732,21.133975805166145,21.145171862923668,21.185774305809282,21.18653506030484,21.225736703759242,21.226810650165667,21.226822029645643,21.32021661872735,21.35211788211214,21.35338599861703,21.238163364350076,21.23827943516326,21.254967924935677,21.26201219500502
33,36.4,1714,0.4,0.15,0.45,20.94007177938592,20.959822926330734,20.56474254261404,20.632674998161825,20.98862138107075,20.99337952587007,21.013046839579886,20.998645493817744,21.01622125476188,21.170588217949575,21.088992391328873,21.085775536661917,21.09016799280694,21.08907253653164,21.091061144889995,21.092329261394887,21.131235716625046,21.132503833129935,21.171840568443113,21.20440301557545,21.206933185352568,21.20299070268624,21.18542239641672,21.203061439383195,21.243094006098648,21.243847603463898,21.282633492790787,21.266717730848555,21.26678985645297,21.375818853142153,21.407121089811746,21.408389206316635,21.303634452898798,21.30368300201227,21.316320512512082,21.324250904704463
34,30.8,1714,0.4,0.1,0.5,20.94007177938592,20.959822926330734,20.56474254261404,20.632674998161825,20.98862138107075,20.99337952587007,21.013046839579886,21.048645493817745,21.06622125476188,21.170588217949575,21.088992391328873,21.085775536661917,21.09016799280694,21.089831164070898,21.091061144889995,21.092329261394887,21.131235716625046,21.132503833129935,21.22949715106572,21.261282904242883,21.263761300678432,21.259831997926966,21.236172559172225,21.25960294352389,21.298881821902075,21.29962589483502,21.337874943206106,21.30549647472644,21.30571805313334,21.429501099743096,21.46011005960167,21.46137817610656,21.367172165889432,21.36718634136979,21.375596771435,21.38453776709964
35,3.3,1923,0.394,0.361,0.245,20.94007177938592,20.965822926330734,20.60281360860389,20.66968933661896,21.07421024712088,21.079123393772992,21.104635705630013,20.93672556006993,20.953704920949942,21.37062228167171,21.365715591624905,21.361836643304137,21.34155266023419,21.357775687329962,21.336352932130783,21.33754959109937,21.367254132300523,21.36845079126911,21.18396269021676,21.217187630599984,21.219497118311207,21.215841656934074,21.206682583453436,21.166649969085455,21.074084127397185,21.109676673396272,21.11447113435798,21.126563540814367,21.136058150349243,21.10312848023297,21.08189861239956,21.083095271368148,21.088540165299165,21.087695693731128,21.065959265889948,21.063831551425658
36,1.6,1923,0.539,0.059,0.402,20.94007177938592,20.82082292633073,19.920030112187327,20.013004399257337,19.809296209098246,19.79428004721526,19.69472166760738,20.21664257437524,20.19945608649521,19.348997187232353,19.646849254914443,19.647929683636647,19.68286643342676,19.667223114785635,19.649690780100254,19.653153711313752,19.6728625291006,19.676325460314096,20.015950858875488,19.983285147396504,19.967949876211257,19.912387655453074,19.90785110859972,19.82427341552816,19.696571466329434,19.731741220960007,19.736489724746868,19.68531796278436,19.711060770178307,19.739848305102463,19.71882117796887,19.722284109182368,19.700116478246965,19.70011630649971,19.700183559435846,19.70127910952167
37,1.7,1923,0.615,0.27,0.115,20.94007177938592,20.744822926330734,19.690758802776642,19.79796938886789,19.541268374445394,19.506109780091606,19.35069383295453,20.730144673630868,20.703174711899756,20.402698841423128,20.152192603303643,20.131043998494214,20.08568455410846,20.14581650311109,20.175469522957222,20.180220676948277,20.318467458626312,20.323218612617367,20.386082460552977,20.39152304191366,20.396259920223685,20.389881971519614,20.397128876290786,20.348317488371723,20.272557284561877,20.29872333738299,20.302178775116378,20.29641805715865,20.306352839372867,20.298206986247727,20.282693966285716,20.28744512027677,20.290844665896277,20.290560957177963,20.2744833886684,20.273384467826617
38,3.3,1923,0.474,0.195,0.332,20.94007177938592,20.885822926330732,20.174447183964254,20.2555681600665,20.20739772410803,20.20508603901039,20.157823182617168,19.838562148429148,19.84176621520485,19.309947769819757,19.37495380907588,19.5151104177339,19.499791973526815,19.424481521847564,19.454312025252698,19.45664484843377,19.46797661486569,19.470309438046762,19.428081920571497,19.421756793903484,19.42049749772407,19.413033366032195,19.36343783590778,19.37775392846971,19.33256288042787,19.34526632747269,19.347066457297878,19.33801531169331,19.344508042313844,19.346221317464277,19.338451237996036,19.340784061177107,19.33378572990183,19.333764725244176,19.33191777308871,19.33186321612189
39,3.0,1923,0.453,0.124,0.423,20.94007177938592,20.906822926330733,20.272248061377837,20.349595561350217,20.385345362404863,20.385941087371112,20.356770820913997,20.04867174123783,20.058659596625137,19.66419676873867,19.531778731996535,19.681232092421148,19.659417118709726,19.6155587379475,19.633672146353735,19.63567128736444,19.665320229732416,19.667319370743122,19.591955756777644,19.597284467632313,19.59822766195142,19.599756681288593,19.55628399621147,19.568861135224864,19.5247044842162,19.53871636032489,19.540691129953693,19.522290089284592,19.530711571410503,19.53793777926753,19.529477206821458,19.53147634783216,19.52243842976019,19.522436726360578,19.52237171692396,19.522985256930596
40,3.4,1923,0.434,0.06,0.506,20.94007177938592,20.92582292633073,20.368890008051828,20.44284504646139,20.573429606303055,20.57606769981207,20.563855064812188,20.365690629346798,20.38054401834439,20.124407198738435,19.879789082731843,19.967724323865763,19.986226187474127,19.980221223892197,19.980368868539102,19.982086246120907,20.02788632980255,20.029603707384354,19.987302959716498,20.007610388515328,20.010288716080492,20.00831276949179,20.039405422841142,19.968123531449685,19.900287446291692,19.924766853028434,19.92813158359599,19.88386879372444,19.901226483499794,19.9210765868818,19.906446445244445,19.908163822826253,19.89407336397798,19.894073768883196,19.895002665485062,19.897947161827695
